délicatement	bienveillance	gentillesse	douceur	figuré
délicatesse	bienveillance	gentillesse	douceur	figuré
délice	bien-être	satisfaction	plaisir	propre
délicieusement	bien-être	satisfaction	plaisir	propre
délicieux	bien-être	satisfaction	plaisir	propre
délié	bien-être	soulagement	délivrance	figuré
déliement	bien-être	soulagement	délivrance	figuré
délier	bien-être	soulagement	délivrance	figuré
déliquescence	mal-être	dépression	fatigue	figuré
déliquescent	mal-être	dépression	fatigue	figuré
délirant	mal-être	folie	divagation	propre
délire	mal-être	folie	divagation	propre
délirer	mal-être	folie	divagation	propre
delirium	mal-être	folie	divagation	propre
delirium tremens	mal-être	folie	divagation	propre
délivrance	bien-être	soulagement	délivrance	figuré
délivrer	bien-être	soulagement	délivrance	figuré
de mal en pis	mal-être	trouble	bouleversement	figuré
démangeaison	bienveillance	affection	désir	figuré
démanger	bienveillance	affection	désir	figuré
de marbre	impassibilité	impassibilité	impassibilité	figuré
démâter	mal-être	trouble	bouleversement	figuré
de mauvais coeur	mal-être	trouble	remords	figuré
démence	mal-être	folie	divagation	propre
démentiel	mal-être	folie	divagation	propre
dément	mal-être	folie	divagation	propre
démolir	mal-être	dépression	fatigue	figuré
démolissage	mal-être	dépression	fatigue	figuré
démolition	mal-être	dépression	fatigue	figuré
démon de midi	bienveillance	affection	désir	figuré
démontant	mal-être	dépression	fatigue	figuré
démonté	mal-être	dépression	fatigue	figuré
démonter	mal-être	dépression	fatigue	figuré
démoralisant	mal-être	dépression	fatigue	propre
démoralisation	mal-être	dépression	fatigue	propre
démoraliser	mal-être	dépression	fatigue	propre
démunir	mal-être	dépression	fatigue	figuré
dénaturant	malveillance	agressivité	inhumanité	propre
dénaturé	malveillance	agressivité	inhumanité	propre
dénaturer	malveillance	agressivité	inhumanité	propre
dents longues	bienveillance	affection	désir	figuré
dépaysé	mal-être	trouble	bouleversement	figuré
dépaysement	mal-être	trouble	bouleversement	figuré
dépayser	mal-être	trouble	bouleversement	figuré
dépendance	mal-être	folie	maladie-mentale	figuré
dépendant	mal-être	folie	maladie-mentale	figuré
déperdition	mal-être	dépression	fatigue	figuré
dépérir	mal-être	dépression	fatigue	figuré
dépérissement	mal-être	dépression	fatigue	figuré
déphasage	mal-être	trouble	bouleversement	figuré
déphasé	mal-être	trouble	bouleversement	figuré
déphaser	mal-être	trouble	bouleversement	figuré
de pire en pire	mal-être	trouble	bouleversement	figuré
dépité	mal-être	frustration	déplaisir	propre
dépiter	mal-être	frustration	déplaisir	propre
dépit	mal-être	frustration	déplaisir	propre
déplaire	mal-être	frustration	déplaisir	propre
déplaisant	mal-être	frustration	déplaisir	propre
déplaisir	mal-être	frustration	déplaisir	propre
déplorable	mal-être	souffrance	douleur	propre
déplorablement	mal-être	souffrance	douleur	propre
déploration	mal-être	souffrance	douleur	propre
déplorer	mal-être	souffrance	douleur	propre
dépressif	mal-être	dépression	fatigue	figuré
dépression	mal-être	dépression	fatigue	figuré
déprimant	mal-être	dépression	fatigue	propre
déprime	mal-être	dépression	fatigue	propre
déprimé	mal-être	dépression	fatigue	propre
déprimer	mal-être	dépression	fatigue	propre
dérailler	mal-être	folie	divagation	figuré
déraison	mal-être	folie	divagation	propre
déraisonnement	mal-être	folie	divagation	propre
déraisonner	mal-être	folie	divagation	propre
dérangement	mal-être	trouble	bouleversement	figuré
déranger	mal-être	trouble	bouleversement	figuré
déraper	mal-être	folie	divagation	figuré
déréglé	mal-être	trouble	bouleversement	figuré
dérégler	mal-être	trouble	bouleversement	figuré
déréliction	mal-être	dépression	tristesse	propre
dérouter	mal-être	trouble	bouleversement	figuré
désabusé	mal-être	dépression	fatigue	propre
désabusement	mal-être	dépression	fatigue	propre
désaffecté	impassibilité	impassibilité	impassibilité	figuré
désaffecter	impassibilité	impassibilité	impassibilité	figuré
désaffection	impassibilité	impassibilité	impassibilité	figuré
désagréable	mal-être	frustration	déplaisir	propre
désagrément	mal-être	frustration	déplaisir	propre
désaltérant	bien-être	satisfaction	assouvissement	figuré
désaltérer	bien-être	satisfaction	assouvissement	figuré
désappointé	mal-être	frustration	déplaisir	propre
désappointement	mal-être	frustration	déplaisir	propre
désappointer	mal-être	frustration	déplaisir	propre
désarroi	mal-être	trouble	bouleversement	figuré
désastre	mal-être	souffrance	drame	figuré
désastreux	mal-être	souffrance	drame	figuré
désaxée	mal-être	trouble	bouleversement	figuré
désaxé	mal-être	trouble	bouleversement	figuré
désaxer	mal-être	trouble	bouleversement	figuré
des bras de coton	anxiété	crainte	peur	figuré
des cheveux	anxiété	tension	inquiétude	figuré
des cheveux blancs	anxiété	tension	inquiétude	figuré
des couilles au cul	sang-froid	courage	audace	figuré
des couilles	sang-froid	courage	audace	figuré
désemparé	mal-être	trouble	bouleversement	figuré
désenchanté	mal-être	frustration	déplaisir	propre
désenchantement	mal-être	frustration	déplaisir	propre
désenchanter	mal-être	frustration	déplaisir	propre
désénervement	sang-froid	calme	détente	propre
désénerver	sang-froid	calme	détente	propre
désennui	bien-être	entrain	gaité	propre
désennuyer	bien-être	entrain	gaité	propre
déséquilibre	mal-être	folie	divagation	propre
déséquilibré	mal-être	folie	divagation	propre
déséquilibré	mal-être	folie	divagation	propre
désespérance	mal-être	dépression	tristesse	propre
désespérant	mal-être	dépression	tristesse	propre
désespéré	mal-être	dépression	tristesse	propre
désespérer	mal-être	dépression	tristesse	propre
désespoir	mal-être	dépression	tristesse	propre
déshonneur	mal-être	frustration	humiliation	propre
déshonorant	mal-être	frustration	humiliation	propre
déshonorer	mal-être	frustration	humiliation	propre
désillusion	mal-être	frustration	déplaisir	propre
désillusionner	mal-être	frustration	déplaisir	propre
désinhibition	bien-être	satisfaction	défoulement	propre
désintégration	mal-être	trouble	bouleversement	figuré
désintégrer	mal-être	trouble	bouleversement	figuré
désintéressé	malveillance	haine	mépris	propre
désintéressement	malveillance	haine	mépris	propre
désintéresser	malveillance	haine	mépris	propre
désintérêt	malveillance	haine	mépris	propre
désirable	bienveillance	affection	désir	propre
désir	bienveillance	affection	désir	propre
désirer	bienveillance	affection	désir	propre
désireux	bienveillance	affection	désir	propre
désolant	mal-être	dépression	tristesse	figuré
désolation	mal-être	dépression	tristesse	figuré
désolé	mal-être	dépression	tristesse	figuré
désoler	mal-être	dépression	tristesse	figuré
désorganisation	mal-être	trouble	bouleversement	figuré
désorganiser	mal-être	trouble	bouleversement	figuré
désorienté	mal-être	trouble	bouleversement	figuré
désorienter	mal-être	trouble	bouleversement	figuré
des ronds de chapeau	surprise	surprise	surprise	figuré
des ronds de citron	surprise	surprise	surprise	figuré
dessèchement	impassibilité	impassibilité	impassibilité	figuré
dessécher	impassibilité	impassibilité	impassibilité	figuré
déstabilisant	mal-être	trouble	bouleversement	figuré
déstabilisation	mal-être	trouble	bouleversement	figuré
déstabiliser	mal-être	trouble	bouleversement	figuré
des tripes	sang-froid	courage	audace	figuré
destructeur	mal-être	dépression	fatigue	figuré
destruction	mal-être	dépression	fatigue	figuré
détaché	impassibilité	impassibilité	impassibilité	figuré
détachement	impassibilité	impassibilité	impassibilité	figuré
détendre	sang-froid	calme	détente	propre
détendu	sang-froid	calme	détente	propre
détente	sang-froid	calme	détente	propre
détermination	sang-froid	courage	assurance	propre
déterminer	sang-froid	courage	assurance	propre
déterminé	sang-froid	courage	assurance	propre
détestable	malveillance	haine	ressentiment	propre
détestation	malveillance	haine	ressentiment	propre
détester	malveillance	haine	ressentiment	propre
détraqué	mal-être	folie	divagation	figuré
détraqué	mal-être	folie	divagation	figuré
détresse	anxiété	tension	angoisse	propre
détruire	mal-être	dépression	fatigue	figuré
détruit	mal-être	dépression	fatigue	figuré
deuil	mal-être	souffrance	douleur	propre
dévastation	mal-être	dépression	fatigue	figuré
dévaster	mal-être	dépression	fatigue	figuré
dévot	bienveillance	affection	amour	figuré
dévote	bienveillance	affection	amour	figuré
dévotement	bienveillance	affection	amour	figuré
dévotion	bienveillance	affection	amour	figuré
d'humeur massacrante	malveillance	haine	irritation	figuré
diable	surprise	surprise	surprise	figuré
diantre	surprise	surprise	surprise	figuré
dieu me damne	malveillance	agressivité	colère	figuré
difficile	mal-être	souffrance	douleur	figuré
difficilement	mal-être	souffrance	douleur	figuré
difficulté d'être	mal-être	dépression	fatigue	figuré
difficulté	mal-être	souffrance	douleur	figuré
difficultueusement	mal-être	souffrance	douleur	figuré
digne	bien-être	satisfaction	estime	propre
dignement	bien-être	satisfaction	estime	propre
dignité	bien-être	satisfaction	estime	propre
dilatation	bien-être	satisfaction	assouvissement	figuré
dilater	bien-être	satisfaction	assouvissement	figuré
diluer	mal-être	dépression	fatigue	figuré
diminué	mal-être	dépression	fatigue	figuré
diminuer	mal-être	dépression	fatigue	figuré
diminution	mal-être	dépression	fatigue	figuré
dingo	mal-être	folie	divagation	propre
dingue	mal-être	folie	divagation	propre
discréditée	malveillance	haine	mépris	figuré
discrédité	malveillance	haine	mépris	figuré
discréditer	malveillance	haine	mépris	figuré
discrédit	malveillance	haine	mépris	figuré
discrétion	mal-être	frustration	refoulement	propre
discret	mal-être	frustration	refoulement	propre
disgrâce	mal-être	souffrance	drame	figuré
dislocation	mal-être	souffrance	douleur	figuré
disloquer	mal-être	souffrance	douleur	figuré
disposé	non-specifié	non-specifié	non-specifié	figuré
disposer	non-specifié	non-specifié	non-specifié	figuré
disposition	non-specifié	non-specifié	non-specifié	figuré
dispute	malveillance	haine	ressentiment	propre
disputer	malveillance	haine	ressentiment	propre
dissimulation	mal-être	frustration	refoulement	propre
dissimuler	mal-être	frustration	refoulement	propre
dissociation	mal-être	folie	maladie-mentale	figuré
dissolu	mal-être	dépression	fatigue	figuré
dissolument	mal-être	dépression	fatigue	figuré
dissolution	mal-être	dépression	fatigue	figuré
dissolvant	mal-être	dépression	fatigue	figuré
dissonance	mal-être	trouble	bouleversement	figuré
dissonant	mal-être	trouble	bouleversement	figuré
dissoner	mal-être	trouble	bouleversement	figuré
dissoudre	mal-être	dépression	fatigue	figuré
divagation	mal-être	folie	divagation	propre
divaguer	mal-être	folie	divagation	propre
divertir	bien-être	entrain	gaité	propre
divertissant	bien-être	entrain	gaité	propre
divertissement	bien-être	entrain	gaité	propre
doigts de pieds en bouquet de violettes	sang-froid	calme	tranquillité	figuré
doigts de pieds en éventail	sang-froid	calme	tranquillité	figuré
doléance	mal-être	souffrance	douleur	propre
dolence	mal-être	souffrance	douleur	propre
dolent	mal-être	souffrance	douleur	propre
domptée	mal-être	frustration	refoulement	figuré
dompté	mal-être	frustration	refoulement	figuré
dompter	mal-être	frustration	refoulement	figuré
donner une impulsion	bien-être	entrain	éveil	propre
donne une impulsion	bien-être	entrain	éveil	propre
donné une impulsion	bien-être	entrain	éveil	propre
dormant	mal-être	dépression	torpeur	figuré
dormeur	mal-être	dépression	torpeur	figuré
dormeuse	mal-être	dépression	torpeur	figuré
dormir	mal-être	dépression	torpeur	figuré
douceâtre	bienveillance	gentillesse	douceur	figuré
doucereux	bienveillance	gentillesse	douceur	figuré
douceur	bienveillance	gentillesse	douceur	figuré
douche écossaise	mal-être	frustration	déplaisir	figuré
douche froide	mal-être	frustration	déplaisir	figuré
douche	mal-être	frustration	déplaisir	figuré
doucher	mal-être	frustration	déplaisir	figuré
douillet	bienveillance	gentillesse	douceur	figuré
douleur	mal-être	souffrance	douleur	propre
douloureusement	mal-être	souffrance	douleur	propre
douloureux	mal-être	souffrance	douleur	propre
doute	mal-être	trouble	bouleversement	propre
douter	mal-être	trouble	bouleversement	propre
douteux	mal-être	trouble	bouleversement	propre
doux	bienveillance	gentillesse	douceur	figuré
doux mal	mal-être	souffrance	douleur	figuré
doux yeux	bienveillance	affection	attirance	figuré
down	mal-être	dépression	fatigue	figuré
dramatique	mal-être	souffrance	drame	propre
dramatiquement	mal-être	souffrance	drame	propre
dramatisant	mal-être	souffrance	drame	propre
dramatiser	mal-être	souffrance	drame	propre
drame	mal-être	souffrance	drame	propre
droit	bien-être	soulagement	délivrance	propre
droite	bien-être	soulagement	délivrance	propre
droiture	bien-être	soulagement	délivrance	propre
drôle	bien-être	bonheur	rire	propre
drôlement	bien-être	bonheur	rire	propre
du bleu	mal-être	dépression	tristesse	figuré
du bon sang	bien-être	entrain	gaité	figuré
du bon temps	bien-être	satisfaction	plaisir	figuré
du cran	sang-froid	courage	audace	propre
du mouron	anxiété	tension	inquiétude	figuré
du poil de la bête	bien-être	entrain	vivacité	figuré
dur à	mal-être	souffrance	douleur	figuré
durcir	malveillance	agressivité	rage	figuré
durement	malveillance	agressivité	rage	figuré
dureté	malveillance	agressivité	rage	figuré
dur	mal-être	souffrance	douleur	figuré
dynamique	bien-être	entrain	vivacité	propre
dynamiser	bien-être	entrain	vivacité	propre
dynamisme	bien-être	entrain	vivacité	propre
eau à la bouche	bienveillance	affection	attirance	figuré
ébahir	surprise	surprise	surprise	propre
ébahissement	surprise	surprise	surprise	propre
ébahi	surprise	surprise	surprise	propre
ébaubi	bien-être	entrain	gaité	propre
ébaubir	bien-être	entrain	gaité	propre
ébaudissement	bien-être	entrain	gaité	propre
éberluement	surprise	surprise	surprise	figuré
éberluer	surprise	surprise	surprise	figuré
éberlué	surprise	surprise	surprise	figuré
éblouir	bienveillance	affection	admiration	figuré
éblouissant	bienveillance	affection	admiration	figuré
éblouissement	bienveillance	affection	admiration	figuré
ébouriffage	surprise	surprise	surprise	figuré
ébouriffant	surprise	surprise	surprise	figuré
ébouriffement	surprise	surprise	surprise	figuré
ébouriffer	surprise	surprise	surprise	figuré
ébouriffé	surprise	surprise	surprise	figuré
ébouriffure	surprise	surprise	surprise	figuré
ébranlable	mal-être	trouble	bouleversement	figuré
ébranlement	mal-être	trouble	bouleversement	figuré
ébranler	mal-être	trouble	bouleversement	figuré
ébullition	non-specifié	non-specifié	non-specifié	figuré
écartelé	mal-être	souffrance	douleur	figuré
écartèlement	mal-être	souffrance	douleur	figuré
écarteler	mal-être	souffrance	douleur	figuré
ecchymosée	mal-être	souffrance	douleur	figuré
ecchymose	mal-être	souffrance	douleur	figuré
ecchymosé	mal-être	souffrance	douleur	figuré
ecchymotique	mal-être	souffrance	douleur	figuré
échappé des petites-maisons	mal-être	folie	divagation	figuré
écharper	mal-être	souffrance	douleur	figuré
échaudé	mal-être	frustration	déplaisir	figuré
échauder	mal-être	frustration	déplaisir	figuré
échauffant	non-specifié	non-specifié	non-specifié	figuré
échauffement	non-specifié	non-specifié	non-specifié	figuré
échauffer	non-specifié	non-specifié	non-specifié	figuré
échiner	mal-être	dépression	fatigue	figuré
éclatant	non-specifié	non-specifié	non-specifié	figuré
éclatement	non-specifié	non-specifié	non-specifié	figuré
éclater	non-specifié	non-specifié	non-specifié	figuré
éclat	non-specifié	non-specifié	non-specifié	figuré
éclopé	mal-être	souffrance	douleur	figuré
éclopé	mal-être	souffrance	douleur	figuré
écloper	mal-être	souffrance	douleur	figuré
écoeurant	malveillance	haine	dégoût	figuré
écoeurement	malveillance	haine	dégoût	figuré
écoeurer	malveillance	haine	dégoût	figuré
écorchement	mal-être	souffrance	douleur	figuré
écorcher	mal-être	souffrance	douleur	figuré
écorchure	mal-être	souffrance	douleur	figuré
écrasant	mal-être	dépression	fatigue	figuré
écrasé	mal-être	dépression	fatigue	figuré
écrasement	mal-être	dépression	fatigue	figuré
écraser	mal-être	dépression	fatigue	figuré
écroulement	mal-être	dépression	fatigue	figuré
écrouler	mal-être	dépression	fatigue	figuré
eden	bien-être	bonheur	joie	figuré
édulcoration	bien-être	soulagement	apaisement	figuré
édulcorer	bien-être	soulagement	apaisement	figuré
effacement de soi	bienveillance	gentillesse	humilité	propre
effarade	anxiété	tension	affolement	propre
effarant	anxiété	tension	affolement	propre
effaré	anxiété	tension	affolement	propre
effarement	anxiété	tension	affolement	propre
effarer	anxiété	tension	affolement	propre
effarouchable	anxiété	crainte	peur	propre
effarouchant	anxiété	crainte	peur	propre
effarouchement	anxiété	crainte	peur	propre
effaroucher	anxiété	crainte	peur	propre
effervescence	non-specifié	non-specifié	non-specifié	figuré
effervescent	non-specifié	non-specifié	non-specifié	figuré
effet	non-specifié	non-specifié	non-specifié	figuré
effondrement	mal-être	dépression	fatigue	figuré
effondrer	mal-être	dépression	fatigue	figuré
effrayant	anxiété	crainte	terreur	propre
effrayer	anxiété	crainte	terreur	propre
effritement	mal-être	dépression	fatigue	figuré
effriter	mal-être	dépression	fatigue	figuré
effroi	anxiété	crainte	terreur	propre
effroyable	anxiété	crainte	terreur	propre
effroyablement	anxiété	crainte	terreur	propre
effusion	bien-être	entrain	vivacité	figuré
égaiement	bien-être	entrain	gaité	propre
égale humeur	bien-être	lucidité	santé-mentale	propre
égard	bien-être	satisfaction	estime	propre
égaré	mal-être	trouble	bouleversement	figuré
égarement	mal-être	trouble	bouleversement	figuré
égarer	mal-être	trouble	bouleversement	figuré
égayant	bien-être	entrain	gaité	propre
égayer	bien-être	entrain	gaité	propre
égocentrique	malveillance	agressivité	orgueil	propre
égocentrisme	malveillance	agressivité	orgueil	propre
égocentriste	malveillance	agressivité	orgueil	propre
égoïsme	malveillance	haine	mépris	propre
égoïste	malveillance	haine	mépris	propre
égoïstement	malveillance	haine	mépris	propre
égotisme	malveillance	haine	mépris	propre
égotiste	malveillance	haine	mépris	propre
égratigner	mal-être	frustration	humiliation	figuré
égratignure	mal-être	frustration	humiliation	figuré
égrotant	mal-être	folie	maladie-mentale	propre
élan	bien-être	entrain	vivacité	figuré
élancement	mal-être	souffrance	douleur	propre
élation	malveillance	agressivité	orgueil	propre
eldorado	bien-être	bonheur	joie	figuré
électricité	non-specifié	non-specifié	non-specifié	figuré
électrique	non-specifié	non-specifié	non-specifié	figuré
électrisation	non-specifié	non-specifié	non-specifié	figuré
électriser	non-specifié	non-specifié	non-specifié	figuré
élégiaque	mal-être	dépression	tristesse	figuré
élégie	mal-être	dépression	tristesse	figuré
élimination	bien-être	satisfaction	défoulement	figuré
éliminer	bien-être	satisfaction	défoulement	figuré
emballement	bien-être	entrain	vivacité	figuré
emballer	bien-être	entrain	vivacité	figuré
embarras	anxiété	crainte	timidité	figuré
embarrassant	anxiété	crainte	timidité	figuré
embarrassé	anxiété	crainte	timidité	figuré
embarrasser	anxiété	crainte	timidité	figuré
embéguiner	mal-être	trouble	bouleversement	figuré
emberlificoter	anxiété	crainte	timidité	figuré
embêtant	mal-être	frustration	déplaisir	propre
embêtement	mal-être	frustration	déplaisir	propre
embêter	mal-être	frustration	déplaisir	propre
embrasement	non-specifié	non-specifié	non-specifié	figuré
embraser	non-specifié	non-specifié	non-specifié	figuré
embrassade	bienveillance	affection	amour	propre
embrasser	bienveillance	affection	amour	propre
embrener	mal-être	frustration	déplaisir	figuré
embrouillamini	mal-être	trouble	bouleversement	figuré
embrouillé	mal-être	trouble	bouleversement	figuré
embrouillement du cerveau	mal-être	folie	divagation	figuré
embrouillement	mal-être	trouble	bouleversement	figuré
embrouiller	mal-être	trouble	bouleversement	figuré
embrumer	mal-être	dépression	tristesse	figuré
embrunir	mal-être	dépression	tristesse	figuré
émerveillé	bienveillance	affection	admiration	propre
émerveillée	bienveillance	affection	admiration	propre
émerveillement	bienveillance	affection	admiration	propre
émerveiller	bienveillance	affection	admiration	propre
émétique	malveillance	haine	dégoût	figuré
émétique	malveillance	haine	dégoût	figuré
emmerdant	mal-être	frustration	déplaisir	figuré
emmerde	mal-être	frustration	déplaisir	figuré
emmerdement	mal-être	frustration	déplaisir	figuré
emmerder	mal-être	frustration	déplaisir	figuré
emmouscailler	mal-être	frustration	déplaisir	figuré
émoi	non-specifié	non-specifié	non-specifié	propre
émotionnable	non-specifié	non-specifié	non-specifié	propre
émotionnel	non-specifié	non-specifié	non-specifié	propre
émotionner	non-specifié	non-specifié	non-specifié	propre
émotion	non-specifié	non-specifié	non-specifié	propre
émoussé	mal-être	dépression	fatigue	figuré
émoussement	mal-être	dépression	fatigue	figuré
émousser	mal-être	dépression	fatigue	figuré
émoustillant	bien-être	entrain	gaité	propre
émoustillement	bien-être	entrain	gaité	propre
émoustiller	bien-être	entrain	gaité	propre
émouvant	non-specifié	non-specifié	non-specifié	propre
émouvoir	non-specifié	non-specifié	non-specifié	propre
empathie	bienveillance	gentillesse	bonté	propre
empathique	bienveillance	gentillesse	bonté	propre
empirer	mal-être	souffrance	douleur	propre
empoignante	non-specifié	non-specifié	non-specifié	figuré
empoignant	non-specifié	non-specifié	non-specifié	figuré
empoigner	non-specifié	non-specifié	non-specifié	figuré
empoisonnant	mal-être	frustration	déplaisir	figuré
empoisonné	mal-être	frustration	déplaisir	figuré
empoisonnement	mal-être	frustration	déplaisir	figuré
empoisonner	mal-être	frustration	déplaisir	figuré
emporté	malveillance	agressivité	colère	figuré
emportement	malveillance	agressivité	colère	figuré
emporter	malveillance	agressivité	colère	figuré
empressé	bien-être	entrain	vivacité	propre
empressement	bien-être	entrain	vivacité	propre
empresser	bien-être	entrain	vivacité	propre
émulation	bien-être	entrain	vivacité	propre
ému	non-specifié	non-specifié	non-specifié	propre
en abomination	anxiété	crainte	terreur	propre
énamourant	bienveillance	affection	amour	propre
énamourante	bienveillance	affection	amour	propre
énamourement	bienveillance	affection	amour	propre
énamourer	bienveillance	affection	amour	propre
en avoir ma claque	malveillance	haine	irritation	figuré
en avoir sa claque	malveillance	haine	irritation	figuré
en baver	mal-être	souffrance	douleur	figuré
en bonne intelligence	bienveillance	affection	amour	propre
enchanté	bienveillance	affection	attirance	figuré
enchantement	bienveillance	affection	attirance	figuré
enchanter	bienveillance	affection	attirance	figuré
enclin	bienveillance	affection	désir	propre
enculer	malveillance	agressivité	colère	figuré
endeuiller	mal-être	souffrance	douleur	propre
endêver	malveillance	agressivité	rage	propre
endolori	mal-être	souffrance	douleur	propre
endolorir	mal-être	souffrance	douleur	propre
endolorissement	mal-être	souffrance	douleur	propre
endormant	mal-être	dépression	torpeur	figuré
endormi	mal-être	dépression	torpeur	figuré
endormir	mal-être	dépression	torpeur	figuré
endormissement	mal-être	dépression	torpeur	figuré
endurant	mal-être	souffrance	douleur	figuré
endurer	mal-être	souffrance	douleur	figuré
énergie	bien-être	entrain	vivacité	figuré
énergique	bien-être	entrain	vivacité	figuré
énergiquement	bien-être	entrain	vivacité	figuré
énergisant	bien-être	entrain	vivacité	figuré
énervant	malveillance	haine	irritation	propre
énervation	malveillance	haine	irritation	propre
énervé	malveillance	haine	irritation	propre
énervement	malveillance	haine	irritation	propre
énerver	malveillance	haine	irritation	propre
en éveil	bien-être	entrain	éveil	propre
enfant de pute	malveillance	agressivité	colère	figuré
enfer et damnation	malveillance	agressivité	colère	figuré
enfer	mal-être	souffrance	douleur	figuré
enfieller	malveillance	haine	ressentiment	figuré
enfièvrement	non-specifié	non-specifié	non-specifié	propre
enfiévrer	non-specifié	non-specifié	non-specifié	propre
enflammement	non-specifié	non-specifié	non-specifié	figuré
enflammé	non-specifié	non-specifié	non-specifié	figuré
enflammer	non-specifié	non-specifié	non-specifié	figuré
enfoncé	mal-être	dépression	fatigue	figuré
enfoncement	mal-être	dépression	fatigue	figuré
enfoncer	mal-être	dépression	fatigue	figuré
en forme	bien-être	entrain	vivacité	figuré
engouement	bienveillance	affection	admiration	propre
engouer	bienveillance	affection	admiration	propre
engourdi	mal-être	dépression	torpeur	figuré
engourdir	mal-être	dépression	torpeur	figuré
engourdissante	mal-être	dépression	torpeur	figuré
engourdissant	mal-être	dépression	torpeur	figuré
engourdissement	mal-être	dépression	torpeur	figuré
engueulade	malveillance	haine	ressentiment	propre
engueuler	malveillance	haine	ressentiment	propre
enivrant	bien-être	entrain	vivacité	propre
enivré	bien-être	entrain	vivacité	propre
enivrement	bien-être	entrain	vivacité	propre
enivrer	bien-être	entrain	vivacité	propre
enjôlement	bienveillance	affection	admiration	propre
enjôler	bienveillance	affection	admiration	propre
enjoué	bien-être	entrain	gaité	propre
enjouement	bien-être	entrain	gaité	propre
en mal d'amour	mal-être	frustration	insatisfaction	figuré
en manque	mal-être	frustration	insatisfaction	figuré
en mauvaise intelligence	malveillance	haine	ressentiment	propre
ennui	mal-être	dépression	tristesse	propre
ennuyant	mal-être	dépression	tristesse	propre
ennuyé	mal-être	dépression	tristesse	propre
ennuyer	mal-être	dépression	tristesse	propre
ennuyeusement	mal-être	dépression	tristesse	propre
ennuyeux	mal-être	dépression	tristesse	propre
enorgueillir	malveillance	agressivité	orgueil	propre
en perdition	mal-être	dépression	fatigue	figuré
en pétant les plombs	malveillance	agressivité	colère	figuré
en pétard	malveillance	agressivité	colère	figuré
en pince pour	bienveillance	affection	amour	figuré
en pincé pour	bienveillance	affection	amour	figuré
en pincer pour	bienveillance	affection	amour	figuré
en pleine forme	bien-être	entrain	vivacité	figuré
en proie à	non-specifié	non-specifié	non-specifié	figuré
enquiquinant	malveillance	haine	irritation	figuré
enquiquinement	malveillance	haine	irritation	figuré
enquiquiner	malveillance	haine	irritation	figuré
enragé	malveillance	agressivité	rage	propre
enrager	malveillance	agressivité	rage	propre
en révolution	mal-être	trouble	bouleversement	figuré
ensommeillé	mal-être	dépression	torpeur	propre
ensommeillement	mal-être	dépression	torpeur	propre
ensommeiller	mal-être	dépression	torpeur	propre
ensorcelant	bienveillance	affection	attirance	figuré
ensorcelé	bienveillance	affection	attirance	figuré
ensorceler	bienveillance	affection	attirance	figuré
ensorcellement	bienveillance	affection	attirance	figuré
en sûreté	sang-froid	calme	tranquillité	figuré
enténébrer	mal-être	dépression	tristesse	figuré
enthousiasmant	bien-être	entrain	vivacité	propre
enthousiasme	bien-être	entrain	vivacité	propre
enthousiasmer	bien-être	entrain	vivacité	propre
enthousiaste	bien-être	entrain	vivacité	propre
entichement	bienveillance	affection	admiration	propre
enticher	bienveillance	affection	admiration	propre
en tort	mal-être	trouble	remords	propre
entraînant	bien-être	entrain	vivacité	propre
entrain	bien-être	entrain	vivacité	propre
envahir	mal-être	trouble	bouleversement	figuré
envahissant	mal-être	trouble	bouleversement	figuré
envahissement	mal-être	trouble	bouleversement	figuré
envenimé	mal-être	trouble	bouleversement	figuré
envenimer	mal-être	trouble	bouleversement	figuré
enviable	bienveillance	affection	désir	propre
envie	bienveillance	affection	désir	propre
envier	bienveillance	affection	désir	propre
envieusement	bienveillance	affection	désir	propre
envieux	bienveillance	affection	désir	propre
envoûtement	bienveillance	affection	attirance	figuré
envoûter	bienveillance	affection	attirance	figuré
épanchement	non-specifié	non-specifié	non-specifié	figuré
épancher	non-specifié	non-specifié	non-specifié	figuré
épanoui	bien-être	satisfaction	assouvissement	figuré
épanouir	bien-être	satisfaction	assouvissement	figuré
épanouissement	bien-être	satisfaction	assouvissement	figuré
épatamment	surprise	surprise	surprise	figuré
épatant	surprise	surprise	surprise	figuré
épatement	surprise	surprise	surprise	figuré
épater	surprise	surprise	surprise	figuré
épate	surprise	surprise	surprise	figuré
épaté	surprise	surprise	surprise	figuré
éperdu	bienveillance	affection	amour	figuré
éperdument	bienveillance	affection	amour	figuré
épeurer	anxiété	crainte	peur	propre
épine au pied	mal-être	frustration	déplaisir	figuré
épine dans le pied	mal-être	frustration	déplaisir	figuré
épine	mal-être	frustration	déplaisir	figuré
épineux	mal-être	frustration	déplaisir	figuré
éploré	mal-être	souffrance	pleur	figuré
éplorement	mal-être	souffrance	pleur	figuré
époumoner	mal-être	dépression	fatigue	propre
époustouflant	surprise	surprise	surprise	propre
époustoufler	surprise	surprise	surprise	propre
épouvantable	anxiété	crainte	terreur	propre
épouvantail	anxiété	crainte	terreur	propre
épouvante	anxiété	crainte	terreur	propre
épouvantement	anxiété	crainte	terreur	propre
épouvanter	anxiété	crainte	terreur	propre
éprendre	bienveillance	affection	amour	figuré
épreuve	non-specifié	non-specifié	non-specifié	propre
épris	bienveillance	affection	amour	figuré
éprouvant	mal-être	souffrance	douleur	propre
